,neuron,mae,mse,rmse,Perror
2159,relu_6_29_30,0.12927755990609985,0.030581194278643403,0.174874796007439,17.294566565697394
1057,relu_5_16_8,0.15764703540410363,0.03058187717699346,0.17487674853162571,31.47394667556053
8051,relu_15_5_9,0.16097696019327548,0.03058550931631366,0.17488713307820464,29.70895940732983
9544,relu_17_6_17,0.14896695582187083,0.030585571911582583,0.1748873120371589,30.56232486222316
12589,relu_21_11_11,0.14974460799408973,0.030600464775669904,0.17492988531314455,26.47364470710299
7426,relu_14_9_5,0.14893653182591762,0.03060301760603064,0.17493718188547178,30.98724223814626
2019,relu_6_24_25,0.11656472493628911,0.0306049889195895,0.17494281614170243,16.922193754005562
8321,relu_15_15_9,0.14670953420913127,0.030608659620904526,0.1749533069733308,27.930180058768336
1005,relu_5_14_10,0.11697479603803065,0.03061876451269701,0.1749821834150466,19.09973977836898
10055,relu_17_25_15,0.14764425952149451,0.03064914128278138,0.17506896150597734,26.064410907252746
12193,relu_20_23_20,0.11994962036105727,0.030649613964906522,0.17507031148914576,18.36213550772147
13934,relu_23_7_6,0.15444233534848598,0.030650959506135153,0.1750741543064971,30.793106835466457
12753,relu_21_17_13,0.15010242057955173,0.030653162060844907,0.17508044454148758,27.74063449914703
13623,relu_22_22_19,0.14636639399444965,0.030654963415054408,0.17508558882744865,26.925791806150926
8300,relu_15_14_15,0.14350250039411605,0.030658450134339717,0.17509554572958078,24.729637302249714
5706,relu_11_26_13,0.1289548305569635,0.030659568798091577,0.17509874013850465,18.73067223906444
4794,relu_10_19_19,0.14126574514424708,0.030667457282542904,0.17512126450703497,24.821637110609924
12981,relu_21_25_25,0.13050074340856566,0.030682880429317317,0.17516529459147243,19.88113777181223
5412,relu_11_15_16,0.11840340761458781,0.030690279703051694,0.17518641415090297,18.181376321061585
512,relu_4_22_30,0.1525901922425207,0.030709345440024856,0.17524082127182827,31.21911996096193
8913,relu_16_10_7,0.15053729389024795,0.030713005971907584,0.17525126525051848,28.06126484998859
10398,relu_18_11_7,0.14594352511680034,0.030713297879398735,0.17525209807417066,26.784860831975525
7630,relu_14_16_20,0.15277340529477504,0.030713708614661262,0.1752532699114663,29.048789027625087
643,relu_4_27_26,0.155085225144158,0.030722407672147987,0.1752780866855523,28.79184746807674
839,relu_5_8_6,0.14990204993797362,0.030732622748210398,0.17530722389054706,26.22273079563824
3600,relu_8_29_13,0.14336476368820575,0.03076686159443411,0.17540485054420277,22.864712496590336
11832,relu_20_10_10,0.14092913908874896,0.030786695407105207,0.17546137867663417,23.747091584801197
4860,relu_10_22_4,0.12807906312858966,0.03079411159513104,0.17548251079560903,21.198338624220973
6574,relu_13_4_17,0.14547736136521663,0.03080325682485214,0.17550856624350886,31.45430411677566
13935,relu_23_7_7,0.14820862082755473,0.03081014898085359,0.17552819995901967,29.60034393980539
6874,relu_13_15_20,0.12188787061883033,0.030815517416995307,0.1755434915255912,19.139421250640016
11428,relu_19_22_11,0.13369090729145597,0.03083127464903178,0.17558836706636285,21.768526280601222
5980,relu_12_9_17,0.14618436185921993,0.030837643815404613,0.1756065027708388,29.895571383452083
1705,relu_6_13_8,0.15100283114518487,0.03085387344832781,0.1756527069200125,28.524296210576633
769,relu_5_5_17,0.11800683390547057,0.03085863090944533,0.1756662486348625,17.39456813114052
1426,relu_5_29_26,0.15313043384160366,0.030861078081562437,0.17567321389888224,30.83052065371062
381,relu_4_18_7,0.15229796139514354,0.030861880918931155,0.17567549891470682,29.23104015228952
4218,relu_9_25_10,0.1517516550234547,0.030867356198447497,0.17569108172712553,29.863709353162815
10804,relu_18_26_8,0.1322437341950362,0.03087858052701258,0.17572302218836489,19.70971079196255
