,neuron,mae,mse,rmse,Perror
10994,relu_19_6_9,0.09998121533704818,0.018238911746922194,0.1350515151596686,20.010882843301868
13765,relu_22_27_26,0.11132809413587955,0.018238950291066893,0.1350516578612306,17.696553488989707
12866,relu_21_21_18,0.09492962483478606,0.018239081922973764,0.13505214519945163,17.054981350191625
5487,relu_11_18_10,0.10429896835399688,0.01824037599607773,0.1350569361272413,17.456671424997307
9206,relu_16_20_30,0.10783835394298938,0.018244088300158806,0.13507067890611496,19.814797265186165
3582,relu_8_28_22,0.10468443949225426,0.018244521711906637,0.13507228328530851,20.384219198990316
9730,relu_17_13_14,0.1026913182279047,0.01824475755588935,0.13507315631127212,21.28886833175665
7620,relu_14_16_10,0.10223269728934672,0.018244961237025986,0.13507391027517485,17.028091872014166
8951,relu_16_11_18,0.08932998452497543,0.01824693343720383,0.13508121052612695,13.951391589406242
7504,relu_14_11_29,0.10037963358676341,0.018248910857099277,0.1350885297021893,17.105541556789145
2406,relu_7_12_7,0.08825926925393093,0.01824955988610294,0.1350909319166277,11.327460045619082
10008,relu_17_23_22,0.11565339086568263,0.018249711317233894,0.1350914923939842,18.275978942923963
14082,relu_23_12_19,0.10574956877148059,0.018249934021359243,0.135092316662937,18.44573132513179
15791,relu_25_21_27,0.07948810465021938,0.018251082874209117,0.13509656869887227,10.90070427847092
4059,relu_9_19_13,0.09501331565892604,0.018252451583605042,0.13510163427436783,13.917443685693478
8312,relu_15_14_27,0.10935249490942325,0.018252717216027378,0.13510261735446644,21.13580988228516
13433,relu_22_15_18,0.09958303395820678,0.01825342669249434,0.13510524302370483,16.65529106932585
1604,relu_6_9_15,0.11465773670281734,0.018253960250473038,0.13510721761058156,19.961867169363433
11848,relu_20_10_26,0.09778723914338172,0.01825478192632565,0.1351102584052212,17.253848704915633
